,dec,bin,gray,contiguity,score
36437,36437,1000111001010101,1100100101111111,True,0.41758568863169065
36445,36445,1000111001011101,1100100101110011,True,0.13887619395016804
36513,36513,1000111010100001,1100100111110001,True,0.03445584412271571
36514,36514,1000111010100010,1100100111110011,True,0.1637609702610183
36521,36521,1000111010101001,1100100111111101,True,0.24425365055880693
36522,36522,1000111010101010,1100100111111111,True,0.4424704649425409
36525,36525,1000111010101101,1100100111111011,True,0.24693354954612926
36526,36526,1000111010101110,1100100111111001,True,0.04871673516239527
36541,36541,1000111010111101,1100100111100011,True,0.08824524522539968
36542,36542,1000111010111110,1100100111100001,True,0.10997156915833431
36565,36565,1000111011010101,1100100110111111,True,0.39088240943658603
36586,36586,1000111011101010,1100100110011111,True,0.318525136778883
36597,36597,1000111011110101,1100100110001111,True,0.24300941174326443
36618,36618,1000111100001010,1100100010001111,True,0.06699747468305833
36629,36629,1000111100010101,1100100010011111,True,0.14251319971867693
36650,36650,1000111100101010,1100100010111111,True,0.21487047237637993
36672,36672,1000111101000000,1100100011100000,True,0.5418181488297046
36673,36673,1000111101000001,1100100011100001,True,0.2859835062185404
36674,36674,1000111101000010,1100100011100011,True,0.08776669183480641
36675,36675,1000111101000011,1100100011100010,True,0.3436013344459705
36688,36688,1000111101010000,1100100011111000,True,0.383129844508975
36689,36689,1000111101010001,1100100011111001,True,0.12729520189781082
36690,36690,1000111101010010,1100100011111011,True,0.07092161248592317
36691,36691,1000111101010011,1100100011111010,True,0.184913030125241
36692,36692,1000111101010100,1100100011111110,True,0.010623885271170678
36693,36693,1000111101010101,1100100011111111,True,0.2664585278823348
36694,36694,1000111101010110,1100100011111101,True,0.06824171349860084
36695,36695,1000111101010111,1100100011111100,True,0.1875929291125633
36700,36700,1000111101011100,1100100011110010,True,0.268085609410352
36701,36701,1000111101011101,1100100011110011,True,0.012250966799187808
36702,36702,1000111101011110,1100100011110001,True,0.21046778118292178
36703,36703,1000111101011111,1100100011110000,True,0.46630242379408593
36768,36768,1000111110100000,1100100001110000,True,0.4911872001049362
36770,36770,1000111110100010,1100100001110011,True,0.03713574311003805
36771,36771,1000111110100011,1100100001110010,True,0.29297038572120215
36776,36776,1000111110101000,1100100001111100,True,0.21247770542341354
36778,36778,1000111110101010,1100100001111111,True,0.24157375157148459
36779,36779,1000111110101011,1100100001111110,True,0.01426089103967956
36780,36780,1000111110101100,1100100001111010,True,0.2097978064360912
36781,36781,1000111110101101,1100100001111011,True,0.04603683617507294
36783,36783,1000111110101111,1100100001111000,True,0.4080146208198252
36796,36796,1000111110111100,1100100001100010,True,0.3684861107568208
36797,36797,1000111110111101,1100100001100011,True,0.11265146814565666
36799,36799,1000111110111111,1100100001100000,True,0.5667029251405548
36800,36800,1000111111000000,1100100000100000,True,0.6182909806465098
36816,36816,1000111111010000,1100100000111000,True,0.4596026763257801
36820,36820,1000111111010100,1100100000111110,True,0.06584894654563447
36821,36821,1000111111010101,1100100000111111,True,0.1899856960655297
36823,36823,1000111111010111,1100100000111100,True,0.26406576092936845
36831,36831,1000111111011111,1100100000110000,True,0.5427752556108911
36832,36832,1000111111100000,1100100000010000,True,0.6151325282685941
36840,36840,1000111111101000,1100100000011100,True,0.33642303358707143
36842,36842,1000111111101010,1100100000011111,True,0.11762842340782668
36843,36843,1000111111101011,1100100000011110,True,0.13820621920333745
36847,36847,1000111111101111,1100100000011000,True,0.5319599489834831
36848,36848,1000111111110000,1100100000001000,True,0.6074756740191017
36852,36852,1000111111110100,1100100000001110,True,0.21372194423895605
36853,36853,1000111111110101,1100100000001111,True,0.04211269837220809
36855,36855,1000111111110111,1100100000001100,True,0.41193875862269
36863,36863,1000111111111111,1100100000000000,True,0.6906482533042128
37024,37024,1001000010100000,1101100011110000,True,0.36580621176949846
37025,37025,1001000010100001,1101100011110001,True,0.10997156915833431
37026,37026,1001000010100010,1101100011110011,True,0.08824524522539968
37027,37027,1001000010100011,1101100011110010,True,0.16758939738576448
37032,37032,1001000010101000,1101100011111100,True,0.08709671708797581
37033,37033,1001000010101001,1101100011111101,True,0.16873792552318834
37034,37034,1001000010101010,1101100011111111,True,0.3669547399069223
37035,37035,1001000010101011,1101100011111110,True,0.11112009729575817
37036,37036,1001000010101100,1101100011111010,True,0.08441681810065349
37037,37037,1001000010101101,1101100011111011,True,0.17141782451051069
37038,37038,1001000010101110,1101100011111001,True,0.02679898987322333
37039,37039,1001000010101111,1101100011111000,True,0.2826336324843875
37052,37052,1001000010111100,1101100011100010,True,0.24310512242138307
37053,37053,1001000010111101,1101100011100011,True,0.012729520189781083
37054,37054,1001000010111110,1101100011100001,True,0.1854872941939529
37055,37055,1001000010111111,1101100011100000,True,0.44132193680511705
37077,37077,1001000011010101,1101100010111111,True,0.3153666844009674
37098,37098,1001000011101010,1101100010011111,True,0.24300941174326443
37109,37109,1001000011110101,1101100010001111,True,0.1674936867076458
37130,37130,1001000100001010,1101100110001111,True,0.34350562376785193
37141,37141,1001000100010101,1101100110011111,True,0.41902134880347053
37162,37162,1001000100101010,1101100110111111,True,0.4913786214611735
37184,37184,1001000101000000,1101100111100000,True,0.265309999744911
37185,37185,1001000101000001,1101100111100001,True,0.009475357133746821
37186,37186,1001000101000010,1101100111100011,True,0.18874145724998714
37200,37200,1001000101010000,1101100111111000,True,0.10662169542418139
37201,37201,1001000101010001,1101100111111001,True,0.14921294718698275
37202,37202,1001000101010010,1101100111111011,True,0.34742976157071676
37205,37205,1001000101010101,1101100111111111,True,0.5429666769671284
37206,37206,1001000101010110,1101100111111101,True,0.3447498625833944
37207,37207,1001000101010111,1101100111111100,True,0.08891521997223026
37213,37213,1001000101011101,1101100111110011,True,0.2642571822856058
37214,37214,1001000101011110,1101100111110001,True,0.06604036790187179
37215,37215,1001000101011111,1101100111110000,True,0.1897942747092924
37333,37333,1001000111010101,1101100100111111,True,0.46649384515032327
37354,37354,1001000111101010,1101100100011111,True,0.39413657249262024
37365,37365,1001000111110101,1101100100001111,True,0.3186208474570017
38144,38144,1001010100000000,1101111110000000,True,0.06355189027078675
38145,38145,1001010100000001,1101111110000001,True,0.1922827523403774
38146,38146,1001010100000010,1101111110000011,True,0.3904995667241114
38149,38149,1001010100000101,1101111110000111,True,0.5860364821205231
38150,38150,1001010100000110,1101111110000101,True,0.38781966773678905
38151,38151,1001010100000111,1101111110000100,True,0.1319850251256249
38152,38152,1001010100001000,1101111110001100,True,0.2151576044107359
38153,38153,1001010100001001,1101111110001101,True,0.4709922470219
38154,38154,1001010100001010,1101111110001111,True,0.6692090614056341
38157,38157,1001010100001101,1101111110001011,True,0.47367214600922236
38158,38158,1001010100001110,1101111110001001,True,0.2754553316254884
38159,38159,1001010100001111,1101111110001000,True,0.019620689014324226
38160,38160,1001010100010000,1101111110011000,True,0.09513641404994282
38161,38161,1001010100010001,1101111110011001,True,0.35097105666110695
38162,38162,1001010100010010,1101111110011011,True,0.5491878710448409
38165,38165,1001010100010101,1101111110011111,True,0.7447247864412527
38166,38166,1001010100010110,1101111110011101,True,0.5465079720575186
38167,38167,1001010100010111,1101111110011100,True,0.2906733294463545
38173,38173,1001010100011101,1101111110010011,True,0.46601529175973
38174,38174,1001010100011110,1101111110010001,True,0.267798477375996
38175,38175,1001010100011111,1101111110010000,True,0.011963834764831843
38176,38176,1001010100100000,1101111110110000,True,0.08432110742253485
38177,38177,1001010100100001,1101111110110001,True,0.34015575003369897
38184,38184,1001010100101000,1101111110111100,True,0.36303060210405746
38185,38185,1001010100101001,1101111110111101,True,0.6188652447152216
38186,38186,1001010100101010,1101111110111111,True,0.8170820590989556
38190,38190,1001010100101110,1101111110111001,True,0.42332832931881004
38191,38191,1001010100101111,1101111110111000,True,0.1674936867076458
38206,38206,1001010100111110,1101111110100001,True,0.26464002499808037
38207,38207,1001010100111111,1101111110100000,True,0.008805382386916237
38229,38229,1001010101010101,1101111111111111,True,0.8686701146049106
38336,38336,1001010111000000,1101111100100000,True,0.016079393923933996
38337,38337,1001010111000001,1101111100100001,True,0.23975524868723014
38352,38352,1001010111010000,1101111100111000,True,0.1426089103967956
38353,38353,1001010111010001,1101111100111001,True,0.39844355300795975
38356,38356,1001010111010100,1101111100111110,True,0.5363626401769412
38357,38357,1001010111010101,1101111100111111,True,0.7921972827881054
38358,38358,1001010111010110,1101111100111101,True,0.5939804684043714
38359,38359,1001010111010111,1101111100111100,True,0.33814582579320723
38366,38366,1001010111011110,1101111100110001,True,0.31527097372284874
38367,38367,1001010111011111,1101111100110000,True,0.0594363311116846
38368,38368,1001010111100000,1101111100010000,True,0.012920941546018392
38369,38369,1001010111100001,1101111100010001,True,0.24291370106514576
38370,38370,1001010111100010,1101111100010011,True,0.4411305154488797
38371,38371,1001010111100011,1101111100010010,True,0.1852958728377156
38376,38376,1001010111101000,1101111100011100,True,0.26578855313550426
38377,38377,1001010111101001,1101111100011101,True,0.5216231957466684
38378,38378,1001010111101010,1101111100011111,True,0.7198400101304024
38379,38379,1001010111101011,1101111100011110,True,0.46400536751923827
38380,38380,1001010111101100,1101111100011010,True,0.2684684521228266
38381,38381,1001010111101101,1101111100011011,True,0.5243030947339907
38382,38382,1001010111101110,1101111100011001,True,0.3260862803502567
38383,38383,1001010111101111,1101111100011000,True,0.07025163773909258
38384,38384,1001010111110000,1101111100001000,True,0.005264087296526011
38385,38385,1001010111110001,1101111100001001,True,0.2505705553146381
38386,38386,1001010111110010,1101111100001011,True,0.4487873696983722
38387,38387,1001010111110011,1101111100001010,True,0.19295272708720798
38388,38388,1001010111110100,1101111100001110,True,0.3884896424836196
38389,38389,1001010111110101,1101111100001111,True,0.6443242850947838
38390,38390,1001010111110110,1101111100001101,True,0.4461074707110498
38391,38391,1001010111110111,1101111100001100,True,0.19027282809988563
38392,38392,1001010111111000,1101111100000100,True,0.10710024881477467
38393,38393,1001010111111001,1101111100000101,True,0.3629348914259388
38394,38394,1001010111111010,1101111100000111,True,0.5611517058096728
38395,38395,1001010111111011,1101111100000110,True,0.30531706319850865
38396,38396,1001010111111100,1101111100000010,True,0.109780147802097
38397,38397,1001010111111101,1101111100000011,True,0.36561479041326117
38398,38398,1001010111111110,1101111100000001,True,0.16739797602952716
38399,38399,1001010111111111,1101111100000000,True,0.08843666658163699
38405,38405,1001011000000101,1101110100000111,True,0.39538081130816277
38410,38410,1001011000001010,1101110100001111,True,0.47855339059327373
38421,38421,1001011000010101,1101110100011111,True,0.5540691156288924
38442,38442,1001011000101010,1101110100111111,True,0.6264263882865955
38560,38560,1001011010100000,1101110111110000,True,0.02986173157302028
38561,38561,1001011010100001,1101110111110001,True,0.22597291103814385
38568,38568,1001011010101000,1101110111111100,True,0.24884776310850237
38569,38569,1001011010101001,1101110111111101,True,0.5046824057196665
38570,38570,1001011010101010,1101110111111111,True,0.7028992201034006
38574,38574,1001011010101110,1101110111111001,True,0.3091454903232549
38575,38575,1001011010101111,1101110111111000,True,0.05331084771209069
38590,38590,1001011010111110,1101110111100001,True,0.15045718600252528
38591,38591,1001011010111111,1101110111100000,True,0.1053774566086389
38613,38613,1001011011010101,1101110110111111,True,0.6513111645974456
38634,38634,1001011011101010,1101110110011111,True,0.5789538919397426
38645,38645,1001011011110101,1101110110001111,True,0.503438166904124
38650,38650,1001011011111010,1101110110000111,True,0.420265587619013
38661,38661,1001011100000101,1101110010000111,True,0.24425365055880693
38666,38666,1001011100001010,1101110010001111,True,0.32742622984391795
38677,38677,1001011100010101,1101110010011111,True,0.40294195487953655
38698,38698,1001011100101010,1101110010111111,True,0.47529922753723947
38720,38720,1001011101000000,1101110011100000,True,0.28138939366884497
38721,38721,1001011101000001,1101110011100001,True,0.02555475105768082
38736,38736,1001011101010000,1101110011111000,True,0.12270108934811541
38737,38737,1001011101010001,1101110011111001,True,0.13313355326304877
38740,38740,1001011101010100,1101110011111110,True,0.27105264043203026
38741,38741,1001011101010101,1101110011111111,True,0.5268872830431944
38742,38742,1001011101010110,1101110011111101,True,0.3286704686594604
38743,38743,1001011101010111,1101110011111100,True,0.07283582604829628
38750,38750,1001011101011110,1101110011110001,True,0.049960973977937785
38751,38751,1001011101011111,1101110011110000,True,0.20587366863322637
39072,39072,1001100010100000,1101010011110000,True,0.34044288206805495
39073,39073,1001100010100001,1101010011110001,True,0.0846082394568908
39102,39102,1001100010111110,1101010011100001,True,0.16012396449250937
39103,39103,1001100010111111,1101010011100000,True,0.4159586071036736
39162,39162,1001100011111010,1101010010000111,True,0.10968443712397834
39173,39173,1001100100000101,1101010110000111,True,0.2856963741841844
39232,39232,1001100101000000,1101010111100000,True,0.23994667004346748
39233,39233,1001100101000001,1101010111100001,True,0.01588797256769669
39262,39262,1001100101011110,1101010111110001,True,0.09140369760331529
39263,39263,1001100101011111,1101010111110000,True,0.16443094500784888
39418,39418,1001100111111010,1101010100000111,True,0.2608115978733342
39424,39424,1001101000000000,1101011100000000,True,0.22300588001646557
39425,39425,1001101000000001,1101011100000001,True,0.03282876259469858
39426,39426,1001101000000010,1101011100000011,True,0.2310455769784326
39427,39427,1001101000000011,1101011100000010,True,0.02478906563273158
39428,39428,1001101000000100,1101011100000110,True,0.17074784976368007
39429,39429,1001101000000101,1101011100000111,True,0.42658249237484425
39430,39430,1001101000000110,1101011100000101,True,0.22836567799111024
39431,39431,1001101000000111,1101011100000100,True,0.027468964620053913
39452,39452,1001101000011100,1101011100010010,True,0.050726659402887016
39453,39453,1001101000011101,1101011100010011,True,0.3065613020140512
39454,39454,1001101000011110,1101011100010001,True,0.10834448763031719
39455,39455,1001101000011111,1101011100010000,True,0.14749015498084697
39456,39456,1001101000100000,1101011100110000,True,0.07513288232314398
39457,39457,1001101000100001,1101011100110001,True,0.18070176028802018
39486,39486,1001101000111110,1101011100100001,True,0.10518603525240157
39487,39487,1001101000111111,1101011100100000,True,0.15064860735876257
39616,39616,1001101011000000,1101011110100000,True,0.12576383104791233
39617,39617,1001101011000001,1101011110100001,True,0.13007081156325181
39646,39646,1001101011011110,1101011110110001,True,0.2055865365988704
39647,39647,1001101011011111,1101011110110000,True,0.05024810601229374
39648,39648,1001101011100000,1101011110010000,True,0.12260537866999674
39649,39649,1001101011100001,1101011110010001,True,0.1332292639411674
39650,39650,1001101011100010,1101011110010011,True,0.33144607832490147
39672,39672,1001101011111000,1101011110000100,True,0.0025841883092036786
39673,39673,1001101011111001,1101011110000101,True,0.25325045430196047
39674,39674,1001101011111010,1101011110000111,True,0.4514672686856945
39677,39677,1001101011111101,1101011110000011,True,0.2559303532892828
39678,39678,1001101011111110,1101011110000001,True,0.05771353890554881
39679,39679,1001101011111111,1101011110000000,True,0.19812110370561534
40469,40469,1001111000010101,1101000100011111,True,0.2595673590577917
40485,40485,1001111000100101,1101000100110111,True,0.2487520524303837
40490,40490,1001111000101010,1101000100111111,True,0.3319246317154947
40506,40506,1001111000111010,1101000100100111,True,0.1732363273947651
40608,40608,1001111010100000,1101000111110000,True,0.32436348814412097
40609,40609,1001111010100001,1101000111110001,True,0.0685288455329568
40610,40610,1001111010100010,1101000111110011,True,0.1296879688507772
40613,40613,1001111010100101,1101000111110111,True,0.3252248842471889
40614,40614,1001111010100110,1101000111110101,True,0.12700806986345486
40615,40615,1001111010100111,1101000111110100,True,0.1288265727477093
40616,40616,1001111010101000,1101000111111100,True,0.04565399346259832
40617,40617,1001111010101001,1101000111111101,True,0.21018064914856582
40618,40618,1001111010101010,1101000111111111,True,0.4083974635322999
40621,40621,1001111010101101,1101000111111011,True,0.21286054813588817
40622,40622,1001111010101110,1101000111111001,True,0.014643733752154178
40623,40623,1001111010101111,1101000111111000,True,0.24119090885900998
40632,40632,1001111010111000,1101000111100100,True,0.2043422977833279
40633,40633,1001111010111001,1101000111100101,True,0.05149234482783625
40634,40634,1001111010111010,1101000111100111,True,0.24970915921157025
40637,40637,1001111010111101,1101000111100011,True,0.054172243815158595
40638,40638,1001111010111110,1101000111100001,True,0.14404457056857542
40639,40639,1001111010111111,1101000111100000,True,0.39987921317973957
40645,40645,1001111011000101,1101000110100111,True,0.19812110370561534
40661,40661,1001111011010101,1101000110111111,True,0.3568094080263449
40666,40666,1001111011011010,1101000110110111,True,0.27363682874123396
40682,40682,1001111011101010,1101000110011111,True,0.28445213536864195
40725,40725,1001111100010101,1101000010011111,True,0.10844019830843583
40741,40741,1001111100100101,1101000010110111,True,0.09762489168102785
40746,40746,1001111100101010,1101000010111111,True,0.18079747096613885
40762,40762,1001111100111010,1101000010100111,True,0.022109166645409246
40768,40768,1001111101000000,1101000011100000,True,0.5758911502399456
40769,40769,1001111101000001,1101000011100001,True,0.32005650762878146
40770,40770,1001111101000010,1101000011100011,True,0.12183969324504751
40771,40771,1001111101000011,1101000011100010,True,0.3776743358562117
40772,40772,1001111101000100,1101000011100110,True,0.1821374204598
40773,40773,1001111101000101,1101000011100111,True,0.07369722215136415
40774,40774,1001111101000110,1101000011100101,True,0.12451959223236983
40775,40775,1001111101000111,1101000011100100,True,0.380354234843534
40784,40784,1001111101010000,1101000011111000,True,0.4172028459192161
40785,40785,1001111101010001,1101000011111001,True,0.16136820330805193
40786,40786,1001111101010010,1101000011111011,True,0.036848611075682075
40787,40787,1001111101010011,1101000011111010,True,0.21898603153548207
40788,40788,1001111101010100,1101000011111110,True,0.023449116139070414
40789,40789,1001111101010101,1101000011111111,True,0.23238552647209373
40790,40790,1001111101010110,1101000011111101,True,0.03416871208835975
40791,40791,1001111101010111,1101000011111100,True,0.22166593052280442
40792,40792,1001111101011000,1101000011110100,True,0.3048385098079154
40793,40793,1001111101011001,1101000011110101,True,0.04900386719675123
40794,40794,1001111101011010,1101000011110111,True,0.14921294718698275
40795,40795,1001111101011011,1101000011110110,True,0.10662169542418139
40796,40796,1001111101011100,1101000011110010,True,0.30215861082059303
40797,40797,1001111101011101,1101000011110011,True,0.0463239682094289
40798,40798,1001111101011110,1101000011110001,True,0.24454078259316286
40799,40799,1001111101011111,1101000011110000,True,0.5003754252043271
40960,40960,1010000000000000,1111000000000000,True,0.6362845881328167
40976,40976,1010000000010000,1111000000011000,True,0.4775962838120872
40980,40980,1010000000010100,1111000000011110,True,0.08384255403194156
40983,40983,1010000000010111,1111000000011100,True,0.2820593684156755
40991,40991,1010000000011111,1111000000010000,True,0.5607688630971982
40992,40992,1010000000100000,1111000000110000,True,0.48841159043949517
40996,40996,1010000000100100,1111000000110110,True,0.09465786065934954
40999,40999,1010000000100111,1111000000110100,True,0.29287467504308357
41000,41000,1010000000101000,1111000000111100,True,0.20970209575797255
41003,41003,1010000000101011,1111000000111110,True,0.01148528137423857
41007,41007,1010000000101111,1111000000111000,True,0.4052390111543842
41016,41016,1010000000111000,1111000000100100,True,0.3683904000787021
41019,41019,1010000000111011,1111000000100110,True,0.17017358569496815
41023,41023,1010000000111111,1111000000100000,True,0.5639273154751139
41024,41024,1010000001000000,1111000001100000,True,0.5123392599691589
41027,41027,1010000001000011,1111000001100010,True,0.3141224455854249
41028,41028,1010000001000100,1111000001100110,True,0.11858553018901324
41031,41031,1010000001000111,1111000001100100,True,0.31680234457274725
41040,41040,1010000001010000,1111000001111000,True,0.3536509556484293
41043,41043,1010000001010011,1111000001111010,True,0.1554341412646953
41044,41044,1010000001010100,1111000001111110,True,0.04010277413171634
41047,41047,1010000001010111,1111000001111100,True,0.15811404025201767
41048,41048,1010000001011000,1111000001110100,True,0.24128661953712863
41051,41051,1010000001011011,1111000001110110,True,0.04306980515339463
41052,41052,1010000001011100,1111000001110010,True,0.23860672054980628
41055,41055,1010000001011111,1111000001110000,True,0.4368235349335403
41056,41056,1010000001100000,1111000001010000,True,0.5091808075912433
41059,41059,1010000001100011,1111000001010010,True,0.3109639932075093
41068,41068,1010000001101100,1111000001011010,True,0.2277914139223983
41071,41071,1010000001101111,1111000001011000,True,0.4260082283061323
41083,41083,1010000001111011,1111000001000110,True,0.19094280284671622
41084,41084,1010000001111100,1111000001000010,True,0.3864797182431279
41087,41087,1010000001111111,1111000001000000,True,0.5846965326268618
41088,41088,1010000010000000,1111000011000000,True,0.5598117563160117
41089,41089,1010000010000001,1111000011000001,True,0.3039771137048475
41090,41090,1010000010000010,1111000011000011,True,0.1057602993211135
41091,41091,1010000010000011,1111000011000010,True,0.3615949419322777
41092,41092,1010000010000100,1111000011000110,True,0.166058026535866
41093,41093,1010000010000101,1111000011000111,True,0.08977661607529816
41104,41104,1010000010010000,1111000011011000,True,0.4011234519952821
41105,41105,1010000010010001,1111000011011001,True,0.14528880938411792
41106,41106,1010000010010010,1111000011011011,True,0.05292800499961607
41107,41107,1010000010010011,1111000011011010,True,0.20290663761154806
41116,41116,1010000010011100,1111000011010010,True,0.28607921689665905
41117,41117,1010000010011101,1111000011010011,True,0.030244574285494905
41118,41118,1010000010011110,1111000011010001,True,0.2284613886692289
41119,41119,1010000010011111,1111000011010000,True,0.484296031280393
41120,41120,1010000010100000,1111000011110000,True,0.41193875862269
41121,41121,1010000010100001,1111000011110001,True,0.1561041160115259
41122,41122,1010000010100010,1111000011110011,True,0.04211269837220809
41123,41123,1010000010100011,1111000011110010,True,0.21372194423895605
41124,41124,1010000010100100,1111000011110110,True,0.018185028842544405
41125,41125,1010000010100101,1111000011110111,True,0.23764961376861973
41126,41126,1010000010100110,1111000011110101,True,0.03943279938488576
41127,41127,1010000010100111,1111000011110100,True,0.2164018432262784
41128,41128,1010000010101000,1111000011111100,True,0.1332292639411674
41129,41129,1010000010101001,1111000011111101,True,0.12260537866999674
41130,41130,1010000010101010,1111000011111111,True,0.3208221930537307
41131,41131,1010000010101011,1111000011111110,True,0.06498755044256657
41132,41132,1010000010101100,1111000011111010,True,0.1305493649538451
41133,41133,1010000010101101,1111000011111011,True,0.12528527765731906
41134,41134,1010000010101110,1111000011111001,True,0.07293153672641492
41135,41135,1010000010101111,1111000011111000,True,0.32876617933757907
41144,41144,1010000010111000,1111000011100100,True,0.29191756826189696
41145,41145,1010000010111001,1111000011100101,True,0.036082925650732844
41146,41146,1010000010111010,1111000011100111,True,0.16213388873300114
41147,41147,1010000010111011,1111000011100110,True,0.09370075387816301
41148,41148,1010000010111100,1111000011100010,True,0.2892376692745747
41149,41149,1010000010111101,1111000011100011,True,0.03340302666341051
41150,41150,1010000010111110,1111000011100001,True,0.2316198410471445
41151,41151,1010000010111111,1111000011100000,True,0.4874544836583087
41152,41152,1010000011000000,1111000010100000,True,0.5390425391642636
41153,41153,1010000011000001,1111000010100001,True,0.2832078965530994
41158,41158,1010000011000110,1111000010100101,True,0.08767098115668776
41159,41159,1010000011000111,1111000010100100,True,0.34350562376785193
41168,41168,1010000011010000,1111000010111000,True,0.380354234843534
41169,41169,1010000011010001,1111000010111001,True,0.12451959223236983
41174,41174,1010000011010110,1111000010111101,True,0.07101732316404183
41175,41175,1010000011010111,1111000010111100,True,0.18481731944712232
41176,41176,1010000011011000,1111000010110100,True,0.26798989873223333
41177,41177,1010000011011001,1111000010110101,True,0.012155256121069154
41182,41182,1010000011011110,1111000010110001,True,0.20769217151748082
41183,41183,1010000011011111,1111000010110000,True,0.46352681412864494
41184,41184,1010000011100000,1111000010010000,True,0.5358840867863479
41185,41185,1010000011100001,1111000010010001,True,0.28004944417518385
41186,41186,1010000011100010,1111000010010011,True,0.08183262979144981
41192,41192,1010000011101000,1111000010011100,True,0.2571745921048253
41193,41193,1010000011101001,1111000010011101,True,0.0013399494936611666
41197,41197,1010000011101101,1111000010011011,True,0.0013399494936611666
41198,41198,1010000011101110,1111000010011001,True,0.19687686489007283
41199,41199,1010000011101111,1111000010011000,True,0.452711507501237
41210,41210,1010000011111010,1111000010000111,True,0.03818856056934325
41213,41213,1010000011111101,1111000010000011,True,0.15734835482706844
41214,41214,1010000011111110,1111000010000001,True,0.3555651692108024
41215,41215,1010000011111111,1111000010000000,True,0.6113998118219666
41216,41216,1010000100000000,1111000110000000,True,0.4353878747617605
41217,41217,1010000100000001,1111000110000001,True,0.17955323215059632
41218,41218,1010000100000010,1111000110000011,True,0.018663582233137677
41221,41221,1010000100000101,1111000110000111,True,0.21420049762954935
41232,41232,1010000100010000,1111000110011000,True,0.2766995704410309
41233,41233,1010000100010001,1111000110011001,True,0.020864927829866736
41234,41234,1010000100010010,1111000110011011,True,0.17735188655386724
41238,41238,1010000100010110,1111000110011101,True,0.17467198756654492
41239,41239,1010000100010111,1111000110011100,True,0.08116265504461923
41245,41245,1010000100011101,1111000110010011,True,0.09417930726875628
41246,41246,1010000100011110,1111000110010001,True,0.10403750711497771
41247,41247,1010000100011111,1111000110010000,True,0.3598721497261419
41248,41248,1010000100100000,1111000110110000,True,0.28751487706843887
41249,41249,1010000100100001,1111000110110001,True,0.03168023445727472
41254,41254,1010000100100110,1111000110110101,True,0.1638566809391369
41255,41255,1010000100100111,1111000110110100,True,0.09197796167202722
41256,41256,1010000100101000,1111000110111100,True,0.008805382386916237
41257,41257,1010000100101001,1111000110111101,True,0.24702926022424793
41262,41262,1010000100101110,1111000110111001,True,0.05149234482783625
41263,41263,1010000100101111,1111000110111000,True,0.2043422977833279
41272,41272,1010000100111000,1111000110100100,True,0.1674936867076458
41273,41273,1010000100111001,1111000110100101,True,0.08834095590351834
41278,41278,1010000100111110,1111000110100001,True,0.10719595949289332
41279,41279,1010000100111111,1111000110100000,True,0.36303060210405746
41280,41280,1010000101000000,1111000111100000,True,0.31144254659810255
41281,41281,1010000101000001,1111000111100001,True,0.055607903986938406
41282,41282,1010000101000010,1111000111100011,True,0.1426089103967956
41285,41285,1010000101000101,1111000111100111,True,0.33814582579320723
41286,41286,1010000101000110,1111000111100101,True,0.13992901140947323
41287,41287,1010000101000111,1111000111100100,True,0.1159056312016909
41296,41296,1010000101010000,1111000111111000,True,0.152754242277373
41297,41297,1010000101010001,1111000111111001,True,0.10308040033379118
41298,41298,1010000101010010,1111000111111011,True,0.30129721471752513
41301,41301,1010000101010101,1111000111111111,True,0.49683413011393684
41302,41302,1010000101010110,1111000111111101,True,0.29861731573020284
41303,41303,1010000101010111,1111000111111100,True,0.04278267311903867
41304,41304,1010000101011000,1111000111110100,True,0.040389906166072305
41305,41305,1010000101011001,1111000111110101,True,0.21544473644509185
41306,41306,1010000101011010,1111000111110111,True,0.41366155082882583
41309,41309,1010000101011101,1111000111110011,True,0.21812463543241417
41310,41310,1010000101011110,1111000111110001,True,0.019907821048680188
41311,41311,1010000101011111,1111000111110000,True,0.23592682156248396
41312,41312,1010000101100000,1111000111010000,True,0.30828409422018693
41313,41313,1010000101100001,1111000111010001,True,0.0524494516090228
41314,41314,1010000101100010,1111000111010011,True,0.1457673627747112
41325,41325,1010000101101101,1111000111011011,True,0.22893994205982215
41326,41326,1010000101101110,1111000111011001,True,0.030723127676088174
41327,41327,1010000101101111,1111000111011000,True,0.22511151493507597
41338,41338,1010000101111010,1111000111000111,True,0.26578855313550426
41341,41341,1010000101111101,1111000111000011,True,0.07025163773909258
41342,41342,1010000101111110,1111000111000001,True,0.1279651766446414
41343,41343,1010000101111111,1111000111000000,True,0.38379981925580553
41344,41344,1010000110000000,1111000101000000,True,0.4086845955666558
41360,41360,1010000110010000,1111000101011000,True,0.2499962912459262
41375,41375,1010000110011111,1111000101010000,True,0.3331688705310372
41376,41376,1010000110100000,1111000101110000,True,0.2608115978733342
41383,41383,1010000110100111,1111000101110100,True,0.06527468247692254
41384,41384,1010000110101000,1111000101111100,True,0.017897896808188436
41391,41391,1010000110101111,1111000101111000,True,0.1776390185882232
41400,41400,1010000110111000,1111000101100100,True,0.14079040751254115
41407,41407,1010000110111111,1111000101100000,True,0.3363273229089528
41408,41408,1010000111000000,1111000100100000,True,0.3879153784149077
41409,41409,1010000111000001,1111000100100001,True,0.13208073580374358
41414,41414,1010000111000110,1111000100100101,True,0.0634561795926681
41415,41415,1010000111000111,1111000100100100,True,0.1923784630184961
